,4,20,100,500,1000
0,0.07539200782775879,0.2784872055053711,0.0683450698852539,0.07733869552612305,0.28119707107543945
1,0.06833195686340332,0.29534196853637695,0.06889581680297852,0.08115983009338379,0.2640411853790283
2,0.06945109367370605,0.28008198738098145,0.0713191032409668,0.07597112655639648,0.4801139831542969
3,0.28290295600891113,0.2843780517578125,0.06888914108276367,0.07644891738891602,0.4793729782104492
4,0.07139801979064941,0.07377195358276367,0.07140707969665527,0.07012414932250977,0.28670501708984375
5,0.07326889038085938,0.2903409004211426,0.07466697692871094,0.06949210166931152,0.2694871425628662
6,0.0739130973815918,0.2928018569946289,0.07726383209228516,0.06556892395019531,0.49072813987731934
7,0.074462890625,0.29475998878479004,0.06835007667541504,0.07424116134643555,0.4921407699584961
8,0.06966209411621094,0.07326793670654297,0.06718802452087402,0.07181310653686523,0.2747921943664551
9,0.07091689109802246,0.07426905632019043,0.0695180892944336,0.07327723503112793,0.26518869400024414
10,0.0720207691192627,0.0750739574432373,0.06815600395202637,0.07307076454162598,0.49381208419799805
11,0.0656740665435791,0.0742790699005127,0.06717228889465332,0.07371091842651367,0.48244285583496094
12,0.0711202621459961,0.2775139808654785,0.0704798698425293,0.07839679718017578,0.2619638442993164
13,0.0729830265045166,0.28205394744873047,0.07110309600830078,0.07976126670837402,0.25753307342529297
14,0.07746481895446777,0.2858109474182129,0.07035708427429199,0.08045101165771484,0.49425530433654785
15,0.06833100318908691,0.28622913360595703,0.06693100929260254,0.0758049488067627,0.4856140613555908
16,0.271960973739624,0.2835350036621094,0.06990194320678711,0.06721806526184082,0.2734389305114746
17,0.27080607414245605,0.2810249328613281,0.07088112831115723,0.06850981712341309,0.26070713996887207
18,0.28591203689575195,0.28217291831970215,0.07172679901123047,0.07062911987304688,0.49160099029541016
19,0.26943325996398926,0.2836332321166992,0.066375732421875,0.07232785224914551,0.4886929988861084
20,0.07000899314880371,0.0756831169128418,0.0753936767578125,0.06857824325561523,0.2756340503692627
21,0.07182192802429199,0.0785980224609375,0.07776498794555664,0.06980419158935547,0.26010870933532715
22,0.07304000854492188,0.07552909851074219,0.07802700996398926,0.06493401527404785,0.4833240509033203
23,0.07392191886901855,0.07625007629394531,0.08102798461914062,0.28482985496520996,0.4832799434661865
24,0.06890535354614258,0.293043851852417,0.06879425048828125,0.0740809440612793,0.27337193489074707
25,0.06972312927246094,0.2924518585205078,0.07013106346130371,0.06739306449890137,0.25942301750183105
26,0.07049798965454102,0.2770998477935791,0.06899619102478027,0.06751489639282227,0.4836611747741699
27,0.07195115089416504,0.27307677268981934,0.2861952781677246,0.28385210037231445,0.4783179759979248
28,0.06833910942077637,0.06868577003479004,0.06906890869140625,0.08573794364929199,0.276486873626709
29,0.07030200958251953,0.0690460205078125,0.0718080997467041,0.08225893974304199,0.26038193702697754
30,0.06888079643249512,0.07080078125,0.06996607780456543,0.08550095558166504,0.4928579330444336
31,0.06815409660339355,0.07101011276245117,0.06965517997741699,0.08433103561401367,0.48863697052001953
32,0.07033991813659668,0.07873678207397461,0.07862615585327148,0.0764920711517334,0.2759082317352295
33,0.07281303405761719,0.08039402961730957,0.08011221885681152,0.07752585411071777,0.2625770568847656
34,0.0735158920288086,0.07708311080932617,0.07895278930664062,0.07436680793762207,0.4830930233001709
35,0.06873822212219238,0.08084487915039062,0.08009505271911621,0.28017115592956543,0.4717891216278076
36,0.06992292404174805,0.06834816932678223,0.07112812995910645,0.07766509056091309,0.2750692367553711
37,0.07170414924621582,0.0723578929901123,0.0719139575958252,0.07879805564880371,0.2616589069366455
38,0.07231998443603516,0.06897306442260742,0.07069802284240723,0.07593202590942383,0.48501086235046387
39,0.06779098510742188,0.0716397762298584,0.07309913635253906,0.07868099212646484,0.48575901985168457
